# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 22 10:30:00 2021
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_comment:    Comment
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sage_err1:  Stellar Age Upper Unc. [Gyr]
# COLUMN koi_sage_err2:  Stellar Age Lower Unc. [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,ra,dec,koi_kepmag
35,10987985,K00758.01,Kepler-665 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,16.013084190,4.8540000e-05,-4.8540000e-05,176.3608000,2.430000e-03,-2.430000e-03,0,,,3.25540,0.07910,-0.07910,1.1219e+03,3.940e+01,-3.940e+01,3.10,3.400e-01,-3.100e-01,593.0,,,29.31,11.77,-8.24,24.700000,11.800000,-11.800000,5015.00,164.00,-149.00,0.8260,0.0910,-0.0820,0.7850,0.0850,-0.0560,,,,297.025630,48.478588,15.390
36,11018648,K00759.01,Kepler-230 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,32.628766720,5.8010000e-05,-5.8010000e-05,194.1019000,1.380000e-03,-1.380000e-03,0,,,4.79710,0.05800,-0.05800,1.8048e+03,2.540e+01,-2.540e+01,3.36,7.600e-01,-3.300e-01,506.0,,,15.55,10.51,-4.18,53.950000,1.500000,-1.500000,5586.00,152.00,-152.00,0.7980,0.1810,-0.0770,0.8440,0.0970,-0.0780,,,,285.718540,48.505859,15.082
37,11018648,K00759.02,Kepler-230 c,CONFIRMED,Done,CANDIDATE,0.9780,0,0,0,0,NO_COMMENT,91.773286200,7.5180000e-04,-7.5180000e-04,193.8378000,6.430000e-03,-6.430000e-03,0,,,6.47300,0.20400,-0.20400,6.5200e+02,3.620e+01,-3.620e+01,2.12,4.800e-01,-2.100e-01,359.0,,,3.92,2.64,-1.06,89.400000,37.800000,-37.800000,5586.00,152.00,-152.00,0.7980,0.1810,-0.0770,0.8440,0.0970,-0.0780,,,,285.718540,48.505859,15.082
38,11138155,K00760.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,4.959319244,5.1500000e-07,-5.1500000e-07,172.2585292,8.270000e-05,-8.270000e-05,0,,,2.22739,0.00750,-0.00750,9.8020e+03,2.000e+01,-2.000e+01,12.21,1.960e+00,-1.460e+00,1103.0,,,349.40,146.52,-93.21,12.386000,0.466000,-0.466000,5712.00,77.00,-77.00,1.0820,0.1730,-0.1300,0.9760,0.0730,-0.0550,,,,292.167050,48.727589,15.263
39,11152159,K00761.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET,2.701287801,5.6340000e-06,-5.6340000e-06,170.6957900,1.640000e-03,-1.640000e-03,0,,,3.38270,0.08920,-0.08920,8.6040e+02,2.090e+01,-2.090e+01,6.54,1.640e+00,-7.500e-01,1222.0,,,527.81,411.33,-166.35,2.220000,1.100000,-1.100000,5550.00,182.00,-182.00,0.9100,0.2280,-0.1050,0.8890,0.1020,-0.0830,,,,297.923650,48.777321,15.540
40,11153539,K00762.01,Kepler-666 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,4.498765110,1.7770000e-05,-1.7770000e-05,171.3490500,3.000000e-03,-3.000000e-03,0,,,3.73620,0.09340,-0.09340,4.6000e+02,1.750e+01,-1.750e+01,2.10,6.500e-01,-2.200e-01,1133.0,,,389.62,365.71,-117.40,8.950000,1.900000,-1.900000,6075.00,189.00,-210.00,0.9690,0.3000,-0.1000,1.0480,0.1390,-0.1390,,,,298.456850,48.791592,15.395
41,11242721,K00763.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,19.651209505,5.8620000e-06,-5.8620000e-06,179.4019810,2.490000e-04,-2.490000e-04,0,,,5.25140,0.01790,-0.01790,1.1766e+04,2.770e+01,-2.770e+01,12.42,3.920e+00,-1.690e+00,730.0,,,67.03,62.46,-23.51,23.980000,2.100000,-2.100000,6074.00,168.00,-210.00,1.0630,0.3360,-0.1440,1.0140,0.1530,-0.1260,,,,291.093900,48.933842,15.536
42,9579641,K00115.01,Kepler-105 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,5.412203927,3.0520000e-06,-3.0520000e-06,133.1430890,4.680000e-04,-4.680000e-04,0,,,2.94720,0.02400,-0.02400,6.0160e+02,4.000e+00,-4.000e+00,2.94,4.300e-01,-3.800e-01,1093.0,,,337.68,137.29,-102.18,9.250000,4.500000,-4.500000,5779.00,104.00,-115.00,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540,,,,287.887330,46.276241,12.791
43,11304958,K00764.01,Kepler-667 b,CONFIRMED,Done,CANDIDATE,0.9980,0,0,0,0,NO_COMMENT,41.439586620,7.5570000e-05,-7.5570000e-05,208.9320300,1.420000e-03,-1.420000e-03,0,,,10.59890,0.08800,-0.08800,2.7931e+03,2.260e+01,-2.260e+01,5.50,1.570e+00,-9.600e-01,516.0,,,16.72,14.66,-6.64,29.470000,6.400000,-6.400000,5468.00,180.00,-164.00,1.0460,0.2970,-0.1830,0.9300,0.0920,-0.0740,,,,295.555050,49.017342,15.400
44,11391957,K00765.01,Kepler-668 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,8.353895230,1.5240000e-05,-1.5240000e-05,171.6325700,1.330000e-03,-1.330000e-03,0,,,2.25140,0.05180,-0.05180,1.0416e+03,2.820e+01,-2.820e+01,2.52,5.400e-01,-2.400e-01,790.0,,,91.90,59.06,-24.15,29.180000,1.700000,-1.700000,5592.00,152.00,-152.00,0.7870,0.1690,-0.0730,0.8620,0.0890,-0.0970,,,,285.499240,49.277351,15.317
45,11403044,K00766.01,Kepler-669 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,4.125543472,3.1330000e-06,-3.1330000e-06,169.7525850,6.130000e-04,-6.130000e-04,0,,,3.17440,0.03620,-0.03620,1.4873e+03,1.330e+01,-1.330e+01,4.43,1.440e+00,-5.100e-01,1243.0,,,565.35,542.47,-188.14,8.450000,2.700000,-2.700000,6174.00,173.00,-239.00,1.1030,0.3580,-0.1280,1.1620,0.1580,-0.1580,,,,291.936160,49.253979,15.506
46,11414511,K00767.01,Kepler-670 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,2.816504904,1.6500000e-07,-1.6500000e-07,170.9676846,4.660000e-05,-4.660000e-05,0,,,2.50587,0.00666,-0.00666,1.6814e+04,1.100e+01,-1.100e+01,12.21,1.620e+00,-8.700e-01,1219.0,,,521.13,184.34,-97.95,9.571000,0.595000,-0.595000,5532.00,74.00,-83.00,0.9550,0.1270,-0.0680,0.9410,0.0530,-0.0470,,,,297.015470,49.225288,15.052
47,11442465,K00768.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,33.933734470,6.1540000e-05,-6.1540000e-05,186.6760800,1.370000e-03,-1.370000e-03,0,,,14.56100,0.10400,-0.10400,8.5037e+03,4.430e+01,-4.430e+01,7.34,9.000e-01,-6.000e-01,430.0,,,8.11,3.25,-2.06,13.120000,0.516000,-0.516000,5040.00,136.00,-151.00,0.7050,0.0860,-0.0580,0.7820,0.0630,-0.0870,,,,284.172330,49.360722,15.716
48,12110942,K00786.01,Kepler-680 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,3.689920099,8.9820000e-06,-8.9820000e-06,170.3657100,1.910000e-03,-1.910000e-03,0,,,2.65570,0.06770,-0.06770,4.2670e+02,1.380e+01,-1.380e+01,1.89,5.400e-01,-2.000e-01,1147.0,,,408.99,342.24,-123.32,10.710000,1.200000,-1.200000,5880.00,157.00,-192.00,0.9170,0.2620,-0.0980,1.0100,0.1160,-0.1390,,,,291.622410,50.618240,15.242
49,12366084,K00787.01,Kepler-232 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,4.431238488,6.1060000e-06,-6.1060000e-06,171.0150000,1.110000e-03,-1.110000e-03,0,,,3.15000,0.04230,-0.04230,1.0109e+03,1.520e+01,-1.520e+01,3.25,4.700e-01,-2.500e-01,1104.0,,,351.23,135.26,-68.33,10.190000,3.700000,-3.700000,5714.00,77.00,-77.00,1.0150,0.1480,-0.0790,1.0070,0.0560,-0.0620,,,,295.816160,51.121738,15.367
50,12366084,K00787.02,Kepler-232 c,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,11.379369860,2.4150000e-05,-2.4150000e-05,133.8499200,1.830000e-03,-1.830000e-03,0,,,2.62550,0.07300,-0.07300,1.0235e+03,2.970e+01,-2.970e+01,3.95,5.700e-01,-3.100e-01,806.0,,,99.68,38.38,-19.39,16.310000,8.100000,-8.100000,5714.00,77.00,-77.00,1.0150,0.1480,-0.0790,1.0070,0.0560,-0.0620,,,,295.816160,51.121738,15.367
51,12404086,K00788.01,Kepler-681 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,26.394328970,5.7240000e-05,-5.7240000e-05,176.0545900,1.760000e-03,-1.760000e-03,0,,,3.57300,0.06430,-0.06430,1.5109e+03,3.630e+01,-3.630e+01,3.07,4.100e-01,-2.200e-01,489.0,,,13.49,6.07,-3.21,47.700000,20.700000,-20.700000,5129.00,154.00,-154.00,0.7630,0.1030,-0.0550,0.8460,0.0640,-0.0880,,,,289.399720,51.250320,15.234
52,8395660,K00116.01,Kepler-106 c,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,13.570782810,1.5850000e-05,-1.5850000e-05,136.2791940,9.570000e-04,-9.570000e-04,0,,,3.35390,0.04890,-0.04890,5.1170e+02,6.300e+00,-6.300e+00,2.64,4.000e-01,-2.700e-01,785.0,,,89.61,38.12,-22.92,16.930000,7.900000,-7.900000,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630,,,,300.863980,44.337551,12.882
53,9579641,K00115.02,Kepler-105 c,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,7.125943870,1.4060000e-05,-1.4060000e-05,139.0049200,1.590000e-03,-1.590000e-03,0,,,3.00140,0.03840,-0.03840,1.9240e+02,4.400e+00,-4.400e+00,1.79,2.600e-01,-2.300e-01,997.0,,,233.31,94.86,-70.60,8.620000,4.200000,-4.200000,5779.00,104.00,-115.00,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540,,,,287.887330,46.276241,12.791
54,11656840,K00774.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0140,0,1,0,0,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,7.442652004,7.0200000e-07,-7.0200000e-07,169.9717797,7.320000e-05,-7.320000e-05,0,,,2.30780,0.01290,-0.01290,2.4446e+04,3.780e+01,-3.780e+01,15.03,4.730e+00,-1.580e+00,967.0,,,206.78,195.52,-61.76,27.990000,4.800000,-4.800000,6108.00,183.00,-201.00,0.9560,0.3010,-0.1000,0.9810,0.1280,-0.1280,,,,288.986820,49.733742,15.270
55,11754553,K00775.01,Kepler-52 c,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,16.384899880,5.2190000e-05,-5.2190000e-05,172.7278200,2.480000e-03,-2.480000e-03,0,,,3.02490,0.07980,-0.07980,1.1271e+03,4.200e+01,-4.200e+01,2.00,9.000e-02,-1.000e-01,433.0,,,8.35,1.49,-1.35,42.620000,2.500000,-2.500000,4126.00,82.00,-82.00,0.6150,0.0270,-0.0290,0.6330,0.0290,-0.0350,,,,286.738040,49.975750,15.095
56,11754553,K00775.02,Kepler-52 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,7.877416300,1.4930000e-05,-1.4930000e-05,176.3759000,1.470000e-03,-1.470000e-03,0,,,2.08050,0.05170,-0.05170,1.3061e+03,3.770e+01,-3.770e+01,2.16,9.000e-02,-1.100e-01,553.0,,,22.18,3.97,-3.59,29.840000,1.100000,-1.100000,4126.00,82.00,-82.00,0.6150,0.0270,-0.0290,0.6330,0.0290,-0.0350,,,,286.738040,49.975750,15.095
57,11754553,K00775.03,Kepler-52 d,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,36.445400100,1.8090000e-04,-1.8090000e-04,151.6012500,3.920000e-03,-3.920000e-03,0,,,4.00700,0.12600,-0.12600,1.1223e+03,5.340e+01,-5.340e+01,1.99,9.000e-02,-9.000e-02,332.0,,,2.88,0.51,-0.47,71.530000,2.900000,-2.900000,4126.00,82.00,-82.00,0.6150,0.0270,-0.0290,0.6330,0.0290,-0.0350,,,,286.738040,49.975750,15.095
58,11812062,K00776.01,Kepler-673 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,3.728732147,9.3600000e-07,-9.3600000e-07,171.7932550,1.950000e-04,-1.950000e-04,0,,,2.68300,0.03500,-0.03500,5.2265e+03,1.850e+01,-1.850e+01,6.02,1.220e+00,-5.200e-01,1023.0,,,258.34,162.58,-65.21,9.700000,3.100000,-3.100000,5497.00,166.00,-149.00,0.8090,0.1640,-0.0700,0.9070,0.0740,-0.1020,,,,290.785740,50.054119,15.523
59,11818800,K00777.01,,CANDIDATE,Done,CANDIDATE,0.9990,0,0,0,0,NO_COMMENT,40.419503700,1.1390000e-04,-1.1390000e-04,173.5646900,2.220000e-03,-2.220000e-03,0,,,3.36200,0.14000,-0.14000,6.2560e+03,2.300e+02,-2.300e+02,7.51,1.120e+00,-9.100e-01,467.0,,,11.29,5.67,-3.57,54.700000,24.100000,-24.100000,5446.00,179.00,-163.00,0.7810,0.1160,-0.0950,0.7140,0.1040,-0.0370,,,,294.316860,50.080231,15.487
60,11853255,K00778.01,Kepler-674 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,CENT_KIC_POS,2.243380573,2.6700000e-06,-2.6700000e-06,170.6792330,9.000000e-04,-9.000000e-04,0,,,1.11960,0.03840,-0.03840,8.2170e+02,2.560e+01,-2.560e+01,1.99,1.000e-01,-1.200e-01,822.0,,,107.60,21.47,-20.32,7.380000,3.600000,-3.600000,4149.00,82.00,-91.00,0.5640,0.0300,-0.0330,0.5780,0.0270,-0.0370,,,,285.176210,50.149818,15.135
61,11909839,K00779.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,10.405998015,2.5150000e-06,-2.5150000e-06,177.1974660,1.900000e-04,-1.900000e-04,0,,,6.50360,0.01450,-0.01450,1.4489e+04,2.240e+01,-2.240e+01,11.23,2.920e+00,-1.950e+00,833.0,,,113.94,90.01,-45.01,13.012000,0.955000,-0.955000,5746.00,173.00,-173.00,0.9240,0.2410,-0.1600,0.7700,0.1180,-0.0470,,,,289.235530,50.241001,15.562
62,11918099,K00780.01,Kepler-675 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,2.337437946,1.9510000e-06,-1.9510000e-06,171.7619820,6.590000e-04,-6.590000e-04,0,,,1.99820,0.02710,-0.02710,9.7120e+02,1.370e+01,-1.370e+01,2.34,1.700e-01,-9.000e-02,1070.0,,,311.16,69.46,-40.17,8.860000,1.300000,-1.300000,5005.00,79.00,-79.00,0.7650,0.0550,-0.0280,0.8500,0.0250,-0.0540,,,,293.833310,50.230350,15.334
63,11918099,K00780.02,,CANDIDATE,Done,CANDIDATE,0.9930,0,0,0,0,NO_COMMENT,7.240661200,1.6170000e-05,-1.6170000e-05,137.7554500,2.000000e-03,-2.000000e-03,0,,,0.55800,0.17100,-0.17100,5.5640e+02,4.410e+01,-4.410e+01,19.45,1.400e+00,-7.100e-01,734.0,,,68.63,15.32,-8.86,28.800000,14.400000,-14.400000,5005.00,79.00,-79.00,0.7650,0.0550,-0.0280,0.8500,0.0250,-0.0540,,,,293.833310,50.230350,15.334
64,9579641,K00115.03,,CANDIDATE,Done,CANDIDATE,0.8710,0,0,0,0,NO_COMMENT,3.435916310,4.7290000e-05,-4.7290000e-05,132.6624000,1.100000e-02,-1.100000e-02,0,,,3.13300,0.40700,-0.40700,2.3200e+01,3.400e+00,-3.400e+00,0.55,8.000e-02,-7.000e-02,1272.0,,,617.61,251.11,-186.88,6.650000,3.000000,-3.000000,5779.00,104.00,-115.00,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540,,,,287.887330,46.276241,12.791
65,11923270,K00781.01,Kepler-676 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,CENT_KIC_POS,11.598222330,1.4070000e-05,-1.4070000e-05,180.3953760,9.230000e-04,-9.230000e-04,0,,,2.52370,0.05200,-0.05200,2.8045e+03,4.630e+01,-4.630e+01,2.65,2.100e-01,-2.900e-01,396.0,,,5.82,1.49,-1.63,28.200000,11.800000,-11.800000,3688.00,73.00,-91.00,0.4730,0.0370,-0.0510,0.5030,0.0350,-0.0530,,,,296.221950,50.287220,15.937
66,11960862,K00782.01,Kepler-677 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,6.575315881,3.7260000e-06,-3.7260000e-06,173.6340440,4.550000e-04,-4.550000e-04,0,,,4.30840,0.03060,-0.03060,2.7933e+03,1.490e+01,-1.490e+01,5.31,1.500e+00,-8.100e-01,1015.0,,,251.38,209.10,-91.63,11.370000,3.000000,-3.000000,5992.00,162.00,-180.00,0.9890,0.2800,-0.1510,0.9270,0.1290,-0.0970,,,,290.098050,50.321609,15.312
67,12020329,K00783.01,Kepler-678 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,7.275040844,4.6770000e-06,-4.6770000e-06,169.9942170,5.070000e-04,-5.070000e-04,0,,,7.53770,0.06810,-0.06810,3.0010e+03,1.150e+01,-1.150e+01,4.86,1.050e+00,-3.700e-01,833.0,,,113.64,75.31,-28.97,6.660000,2.900000,-2.900000,5485.00,164.00,-180.00,0.8670,0.1870,-0.0670,0.9860,0.0650,-0.1150,,,,295.455290,50.494560,15.080
68,12066335,K00784.01,Kepler-231 c,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,19.271538920,4.1450000e-05,-4.1450000e-05,186.7709300,1.820000e-03,-1.820000e-03,0,,,2.75940,0.05510,-0.05510,1.2198e+03,3.530e+01,-3.530e+01,1.93,1.000e-01,-1.200e-01,393.0,,,5.66,1.13,-1.06,55.020000,4.100000,-4.100000,4077.00,81.00,-81.00,0.5600,0.0300,-0.0340,0.5760,0.0310,-0.0350,,,,293.973360,50.531910,15.385
69,12066335,K00784.02,Kepler-231 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,10.065243170,1.4900000e-05,-1.4900000e-05,136.2890600,1.190000e-03,-1.190000e-03,0,,,1.36900,0.03930,-0.03930,1.0533e+03,3.920e+01,-3.920e+01,1.91,1.000e-01,-1.200e-01,488.0,,,13.43,2.69,-2.50,45.900000,22.700000,-22.700000,4077.00,81.00,-81.00,0.5600,0.0300,-0.0340,0.5760,0.0310,-0.0350,,,,293.973360,50.531910,15.385
70,12070811,K00785.01,Kepler-679 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,12.393565100,3.9320000e-05,-3.9320000e-05,178.7472500,2.450000e-03,-2.450000e-03,0,,,3.88960,0.08340,-0.08340,9.1660e+02,2.910e+01,-2.910e+01,2.66,5.400e-01,-2.300e-01,677.0,,,49.68,31.16,-12.97,13.070000,6.300000,-6.300000,5557.00,166.00,-166.00,0.7500,0.1520,-0.0650,0.8320,0.0800,-0.0890,,,,296.021330,50.567780,15.505
71,8395660,K00116.02,Kepler-106 e,CONFIRMED,Done,CANDIDATE,0.9980,0,0,0,0,NO_COMMENT,43.844397210,9.6130000e-05,-9.6130000e-05,151.9353800,1.920000e-03,-1.920000e-03,0,,,6.80200,0.11900,-0.11900,6.1520e+02,7.700e+00,-7.700e+00,2.87,4.300e-01,-3.000e-01,531.0,,,18.77,7.98,-4.80,28.200000,13.400000,-13.400000,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630,,,,300.863980,44.337551,12.882
72,3120431,K00798.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,MOD_ODDEVEN_DV---CENT_UNRESOLVED_OFFSET---HALO_GHOST,3.341913228,9.9530000e-06,-9.9530000e-06,171.6394300,2.470000e-03,-2.470000e-03,0,,,3.81300,0.12000,-0.12000,7.2530e+02,2.130e+01,-2.130e+01,21.55,3.540e+00,-1.890e+00,1032.0,,,268.67,145.91,-70.67,2.190000,1.100000,-1.100000,5295.00,175.00,-159.00,0.8110,0.1330,-0.0710,0.8530,0.0780,-0.0780,,,,292.315950,38.270290,15.629
73,3246984,K00799.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.7730,0,0,1,0,NO_COMMENT,1.626630225,1.0150000e-06,-1.0150000e-06,169.8201710,4.870000e-04,-4.870000e-04,0,,,2.11450,0.02850,-0.02850,1.6206e+03,1.900e+01,-1.900e+01,32.43,9.000e+00,-4.830e+00,1547.0,,,1355.88,1105.99,-486.60,2.380000,1.200000,-1.200000,5735.00,155.00,-172.00,0.9730,0.2700,-0.1450,0.8890,0.1200,-0.0900,,,,294.368190,38.310280,15.279
74,3342970,K00800.01,Kepler-234 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,2.711504086,3.8000000e-06,-3.8000000e-06,170.0341700,1.110000e-03,-1.110000e-03,0,,,3.00990,0.04230,-0.04230,8.3750e+02,1.450e+01,-1.450e+01,3.12,1.020e+00,-3.400e-01,1420.0,,,960.79,931.74,-309.76,7.088000,0.285000,-0.285000,6214.00,174.00,-239.00,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730,,,,291.653530,38.494659,15.541
75,3342970,K00800.02,Kepler-234 c,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,7.212037480,1.5530000e-05,-1.5530000e-05,172.8178200,1.630000e-03,-1.630000e-03,0,,,4.04910,0.05800,-0.05800,9.5040e+02,1.950e+01,-1.950e+01,3.32,1.090e+00,-3.600e-01,1025.0,,,260.58,252.70,-84.01,14.003000,0.696000,-0.696000,6214.00,174.00,-239.00,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730,,,,291.653530,38.494659,15.541
76,12459725,K00789.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,0,0,0,1,,14.179818700,1.6430000e-04,-1.6430000e-04,171.5023700,7.600000e-03,-7.600000e-03,0,,,2.50500,0.31500,-0.31500,4.5990e+02,5.190e+01,-5.190e+01,1.88,7.100e-01,-1.400e-01,711.0,,,60.35,67.75,-14.34,43.540000,4.500000,-4.500000,5799.00,161.00,-168.00,0.8780,0.3330,-0.0650,0.9750,0.0980,-0.1090,,,,291.044800,51.321671,15.727
77,12470844,K00790.01,Kepler-233 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,8.472379110,1.5600000e-05,-1.5600000e-05,174.1621200,1.490000e-03,-1.490000e-03,0,,,2.72450,0.04840,-0.04840,1.1235e+03,2.670e+01,-2.670e+01,2.59,3.700e-01,-2.200e-01,751.0,,,75.44,35.44,-19.30,24.470000,1.400000,-1.400000,5354.00,159.00,-159.00,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130,,,,296.366520,51.319519,15.339
